Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000017654,Sat Mar 11 10:27:39 CST 2017,Animal Call,Ref oth Agncy,,226 N LBJ Dr
170000017655,Sat Mar 11 10:35:30 CST 2017,Attempt to Locate,No Report,"Reeder, John",204 Sb35 IH
170000017656,Sat Mar 11 10:43:12 CST 2017,Trespassing/Unwanted,No Report,"Scott, Charles",126 W Hopkins St
170000017660,Sat Mar 11 11:19:14 CST 2017,Fraud,No Report,"Scott, Charles",200 Robbie Ln
170000017663,Sat Mar 11 11:48:50 CST 2017,Accident - Minor,Blue Form Issue,"Beach, Brian",Hwy 21/Hwy 80
170000017664,Sat Mar 11 11:50:16 CST 2017,Accident - Unknown,Report,"Pierce, Basil",210 SB
170000017665,Sat Mar 11 12:14:01 CST 2017,Accident - Unknown,No Report,,Hwy 21/Hwy 80
170000017667,Sat Mar 11 12:17:07 CST 2017,Investigation,No Report,"Easterly, Evan",1312 S IH 35
170000017670,Sat Mar 11 12:40:11 CST 2017,Attempt to Locate,No Report,,W Access Rd/Hwy 80
170000017671,Sat Mar 11 12:40:55 CST 2017,Attempt to Locate,No Report,,W Access Rd/S Guadalupe St
170000017672,Sat Mar 11 12:50:03 CST 2017,Accident - Major/Injury,Report,"Easterly, Evan",Centerpoint Rd/E Access Rd
170000017673,Sat Mar 11 12:55:15 CST 2017,Accident - Minor,No Report,,Hwy 21/Hwy 80
170000017675,Sat Mar 11 13:05:13 CST 2017,Accident - Minor,Blue Form Issue,"Pierce, Basil",Wonder World Dr/E Access Rd
170000017676,Sat Mar 11 13:08:49 CST 2017,Disturbance - Verbal,No Report,"Pierce, Basil",1015 Hwy 80
170000017677,Sat Mar 11 13:20:07 CST 2017,Suspicious Person,No Report,"Scott, Charles",119 E Hopkins St
170000017678,Sat Mar 11 13:23:42 CST 2017,Attempt to Locate,No Report,"Beach, Brian",205 NB
170000017682,Sat Mar 11 13:24:01 CST 2017,Civil Matter,No Report,"Goff, Jeff",2300 S IH 35
170000017680,Sat Mar 11 13:30:02 CST 2017,Vehicle Theft,No Report,"Beach, Brian",1619 N IH 35
170000017684,Sat Mar 11 13:45:28 CST 2017,Supplement,No Report,"Pierce, Basil",799 N LBJ Dr
170000017686,Sat Mar 11 14:04:01 CST 2017,Accident - Unknown,Report,"Pierce, Basil",206 SB
170000017687,Sat Mar 11 14:20:57 CST 2017,Suspicious Person,No Report,"Pierce, Basil",3939 S IH 35
170000017689,Sat Mar 11 14:39:14 CST 2017,Suspicious Person,No Report,"Beach, Brian",1015 Hwy 80
170000017697,Sat Mar 11 15:25:03 CST 2017,Accident - Major/Injury,Report,"Pierce, Basil",206 SB
170000017698,Sat Mar 11 15:25:47 CST 2017,Property - Lost/Found/Imp,Refer To COPR,"Easterly, Evan",2300 S IH 35
170000017700,Sat Mar 11 15:35:03 CST 2017,Accident - Minor,Report,"Pierce, Basil",206 NB
170000017701,Sat Mar 11 16:06:20 CST 2017,Accident - Minor,No Report,"Tennant, Casey",4015 S IH 35
170000017703,Sat Mar 11 16:18:40 CST 2017,Harassment,No Report,"Wooten, Christopher",327 Lee St
170000017704,Sat Mar 11 16:29:00 CST 2017,Attempt to Locate,No Report,,N Guadalupe St/E Hopkins St
170000017706,Sat Mar 11 16:48:34 CST 2017,Welfare Concern,No Report,"Tureaud, Benjamin",1015 Hwy 80
170000017707,Sat Mar 11 16:59:34 CST 2017,Investigation,No Report,"Hartman, Ryan",242 N LBJ Dr
170000017708,Sat Mar 11 16:59:45 CST 2017,Accident - Hit and Run,No Report,,601 S C M Allen Pkwy
170000017709,Sat Mar 11 17:13:27 CST 2017,Barking Dog,No Report,"Wooten, Christopher",412 S C M Allen Pkwy
170000017710,Sat Mar 11 17:22:13 CST 2017,Disturbance - Phys/Fight,No Report,"Pierce, Basil",1112 Dartmouth Ave
170000017711,Sat Mar 11 17:23:03 CST 2017,Attempt to Locate,No Report,"Beller, Paul",208 SB
170000017712,Sat Mar 11 17:27:35 CST 2017,Barking Dog,No Contact,"Tureaud, Benjamin",803 Bracewood Cir
170000017717,Sat Mar 11 17:47:17 CST 2017,Welfare Concern,Ignore,,208 W San Antonio St
170000017716,Sat Mar 11 17:47:59 CST 2017,Welfare Concern,Arrest,"Wooten, Christopher",228 S Guadalupe St
170000017718,Sat Mar 11 17:50:56 CST 2017,Disturbance - Noise,No Report,"Beller, Paul",1805 N IH 35
170000017720,Sat Mar 11 18:18:42 CST 2017,Disturbance - Verbal,No Report,"Tureaud, Benjamin",208 Uhland Rd
170000017722,Sat Mar 11 18:22:46 CST 2017,Civil Standby,No Report,"Tureaud, Benjamin",1525 Aquarena Springs Dr
170000017723,Sat Mar 11 18:29:16 CST 2017,Attempt to Locate,No Report,"Beller, Paul",660 E Hopkins St
170000017724,Sat Mar 11 18:47:56 CST 2017,Suspicious Person,No Contact,"Tureaud, Benjamin",641 E Hopkins St
170000017725,Sat Mar 11 18:48:45 CST 2017,Accident - Minor,Blue Form Issue,"Tennant, Casey",209 N IH 35
170000017726,Sat Mar 11 18:49:44 CST 2017,Attempt to Locate,No Report,,204 Sb35 Ih
170000017727,Sat Mar 11 18:51:04 CST 2017,Attempt to Locate,No Report,"Tennant, Casey",4300 S IH 35
170000017729,Sat Mar 11 19:01:49 CST 2017,Supplement,No Report,"Tureaud, Benjamin",320 Mariposa St
170000017731,Sat Mar 11 19:14:33 CST 2017,Disturbance - Phys/Fight,No Report,"Smith, Marcus",1180 Thorpe Ln
170000017740,Sat Mar 11 19:58:34 CST 2017,Civil Standby,Ref oth Agncy,,
170000017744,Sat Mar 11 20:12:22 CST 2017,Accident - Hit and Run,Blue Form Issue,"Davidson, Travis",2917 Hunter Rd
170000017746,Sat Mar 11 20:18:37 CST 2017,Threat,No Report,"Smith, Marcus",1429 N IH 35
170000017747,Sat Mar 11 20:21:19 CST 2017,Accident - Minor,Blue Form Issue,"Wooten, Christopher",102 N IH 35
170000017751,Sat Mar 11 20:36:23 CST 2017,Investigation,No Report,"Davidson, Travis",1415 Craddock Ave
170000017756,Sat Mar 11 21:09:27 CST 2017,Accident - Unknown,Report,"Smith, Marcus",N LBJ Dr/E Hutchison St
170000017758,Sat Mar 11 21:20:14 CST 2017,Disturbance - Phys/Fight,No Report,"Tennant, Casey",1350 Sadler Dr
170000017759,Sat Mar 11 21:25:32 CST 2017,Suspicious Vehicle,Verbal Warning,"Tureaud, Benjamin",3209 N IH 35
170000017761,Sat Mar 11 21:37:50 CST 2017,Burglary - Vehicle,Refer To COPR,"Tennant, Casey",3939 S IH 35
170000017766,Sat Mar 11 22:14:49 CST 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",2701 Hwy 21
170000017771,Sat Mar 11 22:34:26 CST 2017,Disturbance - Verbal,No Report,"Smith, Marcus",1637 Post Rd
170000017772,Sat Mar 11 22:36:41 CST 2017,Public Assist,No Report,"Beller, Paul",1707 Aquarena Springs Dr
170000017778,Sat Mar 11 23:03:05 CST 2017,Assist Outside Agency,No Report,"Cormier, Claudia",Franklin Dr/N Bishop St
170000017780,Sat Mar 11 23:16:24 CST 2017,Disturbance - Verbal,Detention Juv,"Tureaud, Benjamin",503 Uhland Rd
170000017781,Sat Mar 11 23:21:09 CST 2017,Barking Dog,No Report,"Davidson, Travis",2004 Nevada St
170000017782,Sat Mar 11 23:22:26 CST 2017,Burglary - Habitation,Report,"Gonzales, Gavin",1111 Avalon Ave
170000017783,Sun Mar 12 00:01:53 CST 2017,Disturbance - Noise,Unfounded,"Putnam, Justin",1100blk Marshall St
170000017786,Sun Mar 12 00:11:43 CST 2017,Suspicious Person,No Report,"Tennant, Casey",1635 Aquarena Springs Dr
170000017787,Sun Mar 12 00:14:51 CST 2017,Suspicious Circumstances,No Report,"Tureaud, Benjamin",1631 Aquarena Springs Dr
170000017789,Sun Mar 12 00:30:29 CST 2017,Investigation,No Report,"Ames, Garner",2209 River Rd
170000017790,Sun Mar 12 00:31:46 CST 2017,Accident - Minor,Blue Form Issue,"Tennant, Casey",E Access Rd/San Marcos Parkway
170000017791,Sun Mar 12 00:32:34 CST 2017,Pedestrian Stop,Citation Issued,"Cormier, Claudia",202 N LBJ Dr
170000017795,Sun Mar 12 00:51:44 CST 2017,Assist Outside Agency,No Report,"Charleswell, Eric",200 SB
170000017800,Sun Mar 12 01:11:20 CST 2017,Pedestrian Stop,Verbal Warning,"Hartman, Ryan",W San Antonio St/Guadalupe St
170000017801,Sun Mar 12 01:13:11 CST 2017,Suspicious Person,No Report,"Gonzales, Gavin",River Rd/Cape Rd
170000017803,Sun Mar 12 01:17:28 CST 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1805 N IH 35
170000017804,Sun Mar 12 01:21:29 CST 2017,Supplement,No Report,"Charleswell, Eric",1307 Uhland Rd
170000017805,Sun Mar 12 01:21:42 CST 2017,Pedestrian Stop,Verbal Warning,"Hartman, Ryan",W San Antonio St/Guadalupe St
170000017807,Sun Mar 12 01:24:20 CST 2017,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",650 River Rd
170000017809,Sun Mar 12 01:27:54 CST 2017,Accident - Minor,Report,"Tennant, Casey",3600 S IH 35
170000017812,Sun Mar 12 01:39:47 CST 2017,Animal Call,No Report,"Wooten, Christopher",203 S Mitchell Ave
170000017813,Sun Mar 12 01:39:57 CST 2017,Investigation,No Report,"Gonzales, Gavin",650 River Rd
170000017814,Sun Mar 12 01:42:13 CST 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1321 N IH 35
170000017816,Sun Mar 12 01:43:23 CST 2017,Flagged Down,No Report,"Myers, Sam",100 N Guadalupe St
170000017818,Sun Mar 12 01:49:41 CST 2017,Disturbance - Verbal,Arrest,"Almendarez, Ramiro",100 N Guadalupe St
170000017819,Sun Mar 12 01:50:17 CST 2017,Assist Outside Agency,No Report,UPD Unit,450 E Hopkins St
170000017820,Sun Mar 12 01:53:37 CST 2017,Suspicious Person,No Report,"Almendarez, Ramiro",100 N Guadalupe St
170000017821,Sun Mar 12 03:03:51 CDT 2017,Foot Patrol,No Report,"Mizanin, Rich",100 W Hopkins St
170000017822,Sun Mar 12 03:08:33 CDT 2017,Suspicious Person,No Report,"Cormier, Claudia",100 N Guadalupe St
170000017823,Sun Mar 12 03:12:07 CDT 2017,Investigation,No Report,"Ames, Garner",2300 S IH 35
170000017824,Sun Mar 12 03:17:09 CDT 2017,Disturbance - Verbal,No Report,"Cormier, Claudia",930 N IH 35
170000017825,Sun Mar 12 03:21:09 CDT 2017,,No Report,"Tennant, Casey",200 W Hopkins St
170000017826,Sun Mar 12 03:21:34 CDT 2017,Disturbance - Noise,Citation Issued,"Tennant, Casey",1350 Sadler Dr
170000017827,Sun Mar 12 03:27:33 CDT 2017,Flagged Down,No Report,"Tureaud, Benjamin",E Hopkins St/Long St
170000017828,Sun Mar 12 03:31:42 CDT 2017,Accident - Major/Injury,Report,"Cyrus, Lance",Old Ranch Road 12/Oscar Smith St
170000017829,Sun Mar 12 03:31:48 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",1203 Thorpe Ln
170000017831,Sun Mar 12 03:34:58 CDT 2017,Suspicious Person,Arrest,"Tureaud, Benjamin",1321 Belmont Dr
170000017832,Sun Mar 12 03:48:36 CDT 2017,Disturbance - Verbal,Arrest,"Putnam, Justin",126 S Guadalupe St
170000017833,Sun Mar 12 03:56:41 CDT 2017,Suspicious Circumstances,No Report,"Sparenberg, Andrew",208 S Guadalupe St
170000017835,Sun Mar 12 04:00:26 CDT 2017,Disturbance - Verbal,No Report,"Wooten, Christopher",906 N LBJ Dr
170000017838,Sun Mar 12 04:11:20 CDT 2017,Suspicious Circumstances,No Report,"Sparenberg, Andrew",2050 S IH 35
170000017841,Sun Mar 12 04:28:54 CDT 2017,Close Patrol,No Report,"Gonzales, Gavin",Lacey Oak Lp
170000017843,Sun Mar 12 04:44:49 CDT 2017,Suspicious Circumstances,Report,"Gonzales, Gavin",650 E Hopkins St
170000017845,Sun Mar 12 04:51:28 CDT 2017,Suspicious Vehicle,No Report,"Charleswell, Eric",Centerpoint Rd/Gregsons Bnd
170000017847,Sun Mar 12 05:05:03 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",1015 Hwy 80
170000017848,Sun Mar 12 05:05:30 CDT 2017,Suspicious Vehicle,No Report,"Charleswell, Eric",4205 S IH 35
170000017850,Sun Mar 12 05:14:04 CDT 2017,Suspicious Vehicle,No Report,"Ames, Garner",Centerpoint Rd/Centerpoint Ct
170000017852,Sun Mar 12 05:36:14 CDT 2017,Burglary - Habitation,Arrest,"Gonzales, Gavin",939 Cheatham St
170000017853,Sun Mar 12 07:11:06 CDT 2017,Mental Health Invest,No Report,"Reeder, John",1301 Wonder World Dr
170000017855,Sun Mar 12 08:50:18 CDT 2017,Accident - Hit and Run,No Report,"Beach, Brian",210 SB
170000017860,Sun Mar 12 09:42:35 CDT 2017,Suicidal Person,Report,"Beach, Brian",1150 E River Ridge Pkwy
170000017863,Sun Mar 12 09:59:52 CDT 2017,Attempt to Locate,No Report,,1100blk N IH 35
170000017864,Sun Mar 12 10:03:10 CDT 2017,Attempt to Locate,No Contact,"Scott, Charles",Aquarena Springs Dr/E Access Rd
170000017871,Sun Mar 12 11:18:55 CDT 2017,Welfare Concern,No Report,"Wisener, Fred",1900 Aquarena Springs Dr
170000017874,Sun Mar 12 11:57:04 CDT 2017,Attempt to Locate,No Report,,208 NB
170000017876,Sun Mar 12 12:06:43 CDT 2017,Attempt to Locate,No Report,,210 SB
170000017877,Sun Mar 12 12:11:38 CDT 2017,Supplement,No Report,"Easterly, Evan",1307 Uhland Rd
170000017878,Sun Mar 12 12:14:22 CDT 2017,Suspicious Circumstances,No Report,"Beach, Brian",1805 N IH 35
170000017880,Sun Mar 12 12:45:34 CDT 2017,Public Assist,No Report,"Pierce, Basil",816 W Hopkins St
170000017882,Sun Mar 12 12:52:01 CDT 2017,Community Contact,No Report,"Lee, Don",2300 S IH 35
170000017885,Sun Mar 12 12:58:38 CDT 2017,Sexual Assault - Child,Report,"Pierce, Basil",1301 Wonder World Dr
170000017886,Sun Mar 12 12:58:58 CDT 2017,Accident - Minor,Blue Form Issue,"Beach, Brian",317 Craddock Ave
170000017887,Sun Mar 12 13:25:23 CDT 2017,Attempt to Locate,No Report,,202 SB
170000017888,Sun Mar 12 13:26:01 CDT 2017,Civil Standby,Cancelled,,1321 N IH 35
170000017889,Sun Mar 12 13:31:24 CDT 2017,Attempt to Locate,No Report,"Beach, Brian",199 NB
170000017890,Sun Mar 12 13:48:38 CDT 2017,Civil Standby,No Report,"Beach, Brian",1646 Aquarena Springs Dr
170000017894,Sun Mar 12 14:07:51 CDT 2017,Assist Outside Agency,No Report,"Beach, Brian",705 River Rd
170000017896,Sun Mar 12 14:32:35 CDT 2017,Suspicious Person,No Report,"Beach, Brian",1901 N IH 35
170000017897,Sun Mar 12 14:39:39 CDT 2017,Suspicious Person,No Report,"Pierce, Basil",127 E Hopkins St
170000017898,Sun Mar 12 14:58:28 CDT 2017,Civil Standby,No Report,"Easterly, Evan",2300 S IH 35
170000017899,Sun Mar 12 15:12:40 CDT 2017,Investigation,No Report,"Beach, Brian",712 S C M Allen Pkwy
170000017900,Sun Mar 12 15:28:10 CDT 2017,Accident - Minor,Blue Form Issue,"Pierce, Basil",3946 S IH 35
170000017901,Sun Mar 12 15:33:51 CDT 2017,Attempt to Locate,No Report,,E Access Rd/Wonder World Dr
170000017902,Sun Mar 12 15:42:56 CDT 2017,Civil Matter,No Report,"Scott, Charles",801 N IH 35
170000017903,Sun Mar 12 15:52:59 CDT 2017,Investigation,Report,"Pierce, Basil",1716 Hofheinz St
170000017904,Sun Mar 12 15:53:12 CDT 2017,Welfare Concern,No Report,"Easterly, Evan",700 Barnes Dr
170000017906,Sun Mar 12 16:00:42 CDT 2017,Vehicle Theft,Arrest,"Tureaud, Benjamin",350 N Guadalupe St
170000017908,Sun Mar 12 16:14:05 CDT 2017,Disturbance - Verbal,No Report,"Tennant, Casey",3939 S IH 35
170000017909,Sun Mar 12 16:17:24 CDT 2017,Attempt to Locate,No Report,"Beller, Paul",204 NB
170000017910,Sun Mar 12 16:30:28 CDT 2017,Information,No Report,"Wooten, Christopher",1301 Wonder World Dr
170000017912,Sun Mar 12 16:38:43 CDT 2017,Disorderly Conduct,No Report,"Beach, Brian",100 Carlson Cir
170000017922,Sun Mar 12 17:47:43 CDT 2017,Suspicious Person,Ignore,,N Guadalupe St/W Hutchison St
170000017923,Sun Mar 12 17:50:13 CDT 2017,Assault,Arrest,"Wooten, Christopher",1314 Marlton St
170000017925,Sun Mar 12 17:55:51 CDT 2017,Suspicious Vehicle,Ignore,,204 NB
170000017928,Sun Mar 12 18:03:21 CDT 2017,Public Intoxication,Ignore,,126 S Guadalupe St
170000017929,Sun Mar 12 18:04:16 CDT 2017,Suspicious Circumstances,No Report,"Tennant, Casey",5101 S IH 35
170000017932,Sun Mar 12 18:06:45 CDT 2017,Accident - Minor,Blue Form Issue,"Beller, Paul",1951 Aquarena Springs Dr
170000017933,Sun Mar 12 18:09:05 CDT 2017,Attempt to Locate,Ref oth Agncy,"Tennant, Casey",200 Blk Horse Shoe Bend Rd
170000017935,Sun Mar 12 18:27:26 CDT 2017,Public Intoxication,Ignore,,641 E Hopkins St
170000017936,Sun Mar 12 18:30:04 CDT 2017,Suspicious Vehicle,Ignore,,N Bishop St/Marlton St
170000017941,Sun Mar 12 18:51:25 CDT 2017,Attempt to Locate,No Contact,,198 NB
170000017943,Sun Mar 12 19:00:45 CDT 2017,Investigation,No Report,"Cormier, Claudia",1200 N Bishop St
170000017944,Sun Mar 12 19:04:11 CDT 2017,Attempt to Locate,Ref oth Agncy,"Tennant, Casey",201 NB
170000017948,Sun Mar 12 19:52:47 CDT 2017,Welfare Concern,No Contact,"Cormier, Claudia",338 S Guadalupe St
170000017953,Sun Mar 12 20:14:14 CDT 2017,Welfare Concern,No Report,"Wooten, Christopher",1214 S IH 35
170000017958,Sun Mar 12 20:44:19 CDT 2017,Attempt to Locate,No Contact,,210 SB
170000017959,Sun Mar 12 20:46:17 CDT 2017,Suspicious Person,No Report,"Tureaud, Benjamin",1701 N IH 35
170000017961,Sun Mar 12 20:58:13 CDT 2017,Investigation,No Report,"Wooten, Christopher",2300 S IH 35
170000017976,Sun Mar 12 22:21:27 CDT 2017,Disturbance - Noise,Not Verified,"Sarver, Stephen",109 Craddock Ave
170000017978,Sun Mar 12 22:26:03 CDT 2017,Supplement,No Report,,6001 Kyle Pkwy
170000017982,Sun Mar 12 22:53:12 CDT 2017,Suspicious Circumstances,No Report,"Wooten, Christopher",E Hopkins St/Riverside Dr
170000017984,Sun Mar 12 22:58:53 CDT 2017,Trespassing/Unwanted,Warning,"Tennant, Casey",1202 S IH 35
170000017990,Sun Mar 12 23:08:56 CDT 2017,Suspicious Vehicle,No Report,"Charleswell, Eric",5101 S IH 35
170000017991,Sun Mar 12 23:11:31 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",Hwy 21/Hwy 80
170000017992,Sun Mar 12 23:27:20 CDT 2017,Trespassing/Unwanted,Citation Issued,"Tennant, Casey",Kissing Oak Ln/W Centerpoint Rd
170000017994,Sun Mar 12 23:29:43 CDT 2017,Suspicious Vehicle,No Report,"Charleswell, Eric",3939 S Ih 35
170000017999,Sun Mar 12 23:58:21 CDT 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1800 Post Rd
170000018002,Mon Mar 13 00:11:00 CDT 2017,Welfare Concern,No Report,"Wooten, Christopher",1250 Sadler Dr
170000018003,Mon Mar 13 00:22:07 CDT 2017,Close Patrol,No Report,"Gonzales, Gavin",1019 Hwy 80
170000018005,Mon Mar 13 00:23:19 CDT 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",Post Rd/Lime Kiln Rd
170000018007,Mon Mar 13 00:36:55 CDT 2017,Suspicious Vehicle,No Report,"Tureaud, Benjamin",1321 N IH 35
170000018008,Mon Mar 13 00:37:13 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",909 Hwy 80
170000018010,Mon Mar 13 00:43:48 CDT 2017,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1321 N IH 35
170000018015,Mon Mar 13 01:07:09 CDT 2017,Suspicious Vehicle,Cancelled,"Charleswell, Eric",
170000018016,Mon Mar 13 01:07:32 CDT 2017,Suspicious Circumstances,Refer To COPR,"Tureaud, Benjamin",1433 N IH 35
170000018018,Mon Mar 13 01:09:25 CDT 2017,Burglary - Habitation,No Report,"Gonzales, Gavin",1701 Mill St
170000018023,Mon Mar 13 01:45:54 CDT 2017,Assist Outside Agency,No Report,"Charleswell, Eric",1004 Hwy 123
170000018025,Mon Mar 13 01:47:38 CDT 2017,Welfare Concern,No Report,"Tennant, Casey",1811 Medical Pkwy
170000018026,Mon Mar 13 01:48:47 CDT 2017,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1900 Aquarena Springs Dr
170000018027,Mon Mar 13 01:52:16 CDT 2017,Attempt to Locate,No Report,"Gonzales, Gavin",650 River Rd
170000018029,Mon Mar 13 02:09:15 CDT 2017,Burglary - Habitation,No Report,"Tureaud, Benjamin",Pisano Dr/Lookout Ridge Rd
170000018030,Mon Mar 13 02:28:26 CDT 2017,Investigation,Verbal Warning,"Ames, Garner",Northpoint Dr/Harris Hill Rd
170000018031,Mon Mar 13 02:31:02 CDT 2017,Disturbance - Verbal,No Report,"Sarver, Stephen",512 Craddock Ave
170000018032,Mon Mar 13 02:46:36 CDT 2017,Vehicle Theft,Report,"Cyrus, Lance",301 N LBJ Dr
170000018034,Mon Mar 13 03:00:13 CDT 2017,Burglary - Vehicle,No Report,"Tureaud, Benjamin",1560 S IH 35
170000018035,Mon Mar 13 03:15:22 CDT 2017,Suspicious Circumstances,No Report,"Gonzales, Gavin",1130 Gravel St
170000018036,Mon Mar 13 03:21:22 CDT 2017,Welfare Concern,Warning,"Davidson, Travis",2207 S IH 35
170000018041,Mon Mar 13 04:31:47 CDT 2017,Suspicious Vehicle,No Report,"Gonzales, Gavin",E Access Rd/Blanco River
170000018046,Mon Mar 13 05:15:59 CDT 2017,Suspicious Vehicle,No Report,"Ames, Garner",801 N IH 35
170000018047,Mon Mar 13 05:33:23 CDT 2017,Suspicious Vehicle,No Report,"Ames, Garner",903 N IH 35
170000018053,Mon Mar 13 07:00:09 CDT 2017,Assist Outside Agency,No Report,"Gonzales, Gavin",934 N IH 35
170000018054,Mon Mar 13 07:04:11 CDT 2017,Attempt to Locate,No Report,,199 NB
170000018055,Mon Mar 13 07:21:02 CDT 2017,Disturbance - Verbal,No Report,"Klett, Bob",1015 Hwy 80
170000018056,Mon Mar 13 07:47:11 CDT 2017,Supplement,No Report,"Harrison, Todd",1307 Uhland Rd
170000018057,Mon Mar 13 07:51:40 CDT 2017,Public Assist,No Report,"Copeland, Kenneth",801 River Rd
170000018058,Mon Mar 13 08:16:04 CDT 2017,Disturbance - Verbal,No Report,"Copeland, Kenneth",801 River Rd
170000018060,Mon Mar 13 08:23:45 CDT 2017,Attempt to Locate,No Report,,202 NB
170000018061,Mon Mar 13 08:54:44 CDT 2017,Death Investigation,No Report,,1340 Wonder World Dr
170000018063,Mon Mar 13 09:01:34 CDT 2017,Burglary - Habitation,No Report,"Raven, Kassondra",765 River Rd
170000018068,Mon Mar 13 09:41:18 CDT 2017,Attempt to Locate,Ref oth Agncy,,
170000018069,Mon Mar 13 09:54:04 CDT 2017,Public Assist,No Report,"Marroquin, Christopher",2300 S IH 35
170000018070,Mon Mar 13 10:03:31 CDT 2017,Flagged Down,No Report,"Copeland, Kenneth",641 E Hopkins St
170000018073,Mon Mar 13 10:13:18 CDT 2017,Civil Standby,No Report,"Arredondo, Danny",1800 Post Rd
170000018076,Mon Mar 13 10:30:52 CDT 2017,Fraud,Report,"Marroquin, Christopher",2300 S IH 35
170000018078,Mon Mar 13 11:15:38 CDT 2017,Civil Standby,No Report,"Slaughter, Dustin",1910 Nevada St
170000018080,Mon Mar 13 11:20:23 CDT 2017,Disturbance - Phys/Fight,No Report,"Harrison, Todd",602 N IH 35
170000018082,Mon Mar 13 11:28:07 CDT 2017,Suspicious Person,No Report,"Raven, Kassondra",600blk Uhland Rd
170000018085,Mon Mar 13 11:41:29 CDT 2017,Investigation,No Report,"Jackson, Phillip",1716 Hofheinz St
170000018086,Mon Mar 13 11:41:45 CDT 2017,Accident - Minor,No Report,"Copeland, Kenneth",301 E Hopkins St
170000018088,Mon Mar 13 12:03:54 CDT 2017,Field Euthanasia,No Report,"Raven, Kassondra",W Access Rd/S Guadalupe St
170000018090,Mon Mar 13 12:16:45 CDT 2017,Investigation,No Report,"Marroquin, Christopher",408 Patricia Dr
170000018093,Mon Mar 13 12:45:23 CDT 2017,Investigation,No Report,"Arredondo, Danny",1001 E McCarty Ln
170000018096,Mon Mar 13 13:01:17 CDT 2017,Recovered Stolen Vehicle,No Report,"Copeland, Kenneth",2300 S IH 35
170000018098,Mon Mar 13 13:04:52 CDT 2017,Assist Fire Department,No Report,"Raven, Kassondra",1429 N IH 35
170000018099,Mon Mar 13 13:11:46 CDT 2017,Theft,No Report,"Marroquin, Christopher",4015 S IH 35
170000018100,Mon Mar 13 13:11:51 CDT 2017,Welfare Concern,Report,"Arredondo, Danny",Blanco St/San Antonio St
170000018102,Mon Mar 13 13:14:53 CDT 2017,Public Assist,No Report,"Cormier, Jayson",2300 S IH 35
170000018104,Mon Mar 13 13:39:10 CDT 2017,Forgery,No Report,"Marroquin, Christopher",2300 S IH 35
170000018106,Mon Mar 13 13:42:23 CDT 2017,Theft,Report,"Marroquin, Christopher",1250 Sadler Dr
170000018107,Mon Mar 13 13:48:00 CDT 2017,Disturbance - Verbal,No Report,"Raven, Kassondra",1200 W San Antonio St
170000018110,Mon Mar 13 14:04:23 CDT 2017,Welfare Concern,No Report,"Copeland, Kenneth",2213 S IH 35
170000018112,Mon Mar 13 14:04:31 CDT 2017,Accident - Hit and Run,Blue Form Issue,"Copeland, Kenneth",200 W Hopkins St
170000018113,Mon Mar 13 14:27:15 CDT 2017,Trespassing/Unwanted,Warning,"Raven, Kassondra",765 River Rd
170000018115,Mon Mar 13 14:54:16 CDT 2017,Community Contact,No Report,"Slaughter, Dustin",209 N IH 35
170000018116,Mon Mar 13 15:05:37 CDT 2017,Civil Matter,No Report,"Copeland, Kenneth",1802 N IH 35
170000018117,Mon Mar 13 15:08:48 CDT 2017,Attempt to Locate,No Report,,Hwy 80/River Rd
170000018118,Mon Mar 13 15:34:46 CDT 2017,Disturbance - Verbal,No Report,"Marroquin, Christopher",1351 Sadler Dr
170000018120,Mon Mar 13 16:02:05 CDT 2017,,No Report,,2980 S IH 35
170000018121,Mon Mar 13 16:03:43 CDT 2017,Criminal Mischief,Refer To COPR,"Cope, John",1011 N LBJ Dr
170000018124,Mon Mar 13 16:25:29 CDT 2017,Accident - Minor,Blue Form Issue,"Cope, John",Ramsay St/N LBJ Dr
170000018125,Mon Mar 13 16:25:47 CDT 2017,Civil Matter,No Report,"Fischer, Vincent",2300 S IH 35
170000018127,Mon Mar 13 16:30:22 CDT 2017,Theft,Arrest,"Stephens, Paul",3939 S IH 35
170000018128,Mon Mar 13 16:31:04 CDT 2017,Burglary - Vehicle,Refer To COPR,"Moreno, Jonathan",1404 Highland Dr
170000018131,Mon Mar 13 16:41:52 CDT 2017,Attempt to Locate,No Report,"Marroquin, Christopher",202 NB
170000018132,Mon Mar 13 16:42:43 CDT 2017,Attempt to Locate,No Report,,1415 Craddock Ave
170000018134,Mon Mar 13 16:46:28 CDT 2017,Trespassing/Unwanted,No Report,"Duckworth, Daniel",503 Uhland Rd
