Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
180000015380,Thu Mar 15 11:37:11 CDT 2018,Disturbance - Verbal,No Report,"Scott, Charles",1999 Medical Pkwy
180000015383,Thu Mar 15 11:47:44 CDT 2018,Suspicious Person,No Report,,700 N IH 35
180000015384,Thu Mar 15 11:54:05 CDT 2018,Supplement,Arrest,"Elrod, Candace",2300 S IH 35
180000015387,Thu Mar 15 12:30:33 CDT 2018,Public Assist,No Report,"Pierce, Basil",301 Telluride St
180000015388,Thu Mar 15 12:31:04 CDT 2018,Accident - Major/Injury,Blue Form Issue,"Nevarez, Phillip",4200blk S IH 35
180000015389,Thu Mar 15 12:38:16 CDT 2018,Wanted Person,No Contact,"Pierce, Basil",1850 Aquarena Springs Dr
180000015390,Thu Mar 15 12:48:22 CDT 2018,Disturbance - Verbal,No Report,"Nevarez, Phillip",2131 N IH 35
180000015391,Thu Mar 15 12:53:42 CDT 2018,Solicitors,Warning,"Scott, Charles",2211 S IH 35
180000015392,Thu Mar 15 12:59:13 CDT 2018,Mental Health Follow Up,No Contact,"Sheridan, Grant",2300 S IH 35
180000015394,Thu Mar 15 13:01:15 CDT 2018,Welfare Concern,Warning,"Scott, Charles",2211 S IH 35
180000015396,Thu Mar 15 13:04:22 CDT 2018,Accident - Minor,Ignore,,2260 S IH 35
180000015398,Thu Mar 15 13:08:30 CDT 2018,Assist Fire Department,No Report,"Pierce, Basil",1624 Aquarena Springs Dr
180000015400,Thu Mar 15 13:10:14 CDT 2018,Accident - Minor,No Report,"Nevarez, Phillip",2260 S IH 35
180000015407,Thu Mar 15 13:51:34 CDT 2018,Trespassing/Unwanted,Verbal Warning,"Ellingson, Brian",1360 Thorpe Ln
180000015409,Thu Mar 15 14:13:06 CDT 2018,Mental Health Follow Up,No Report,"Sheridan, Grant",2300 S IH 35
180000015413,Thu Mar 15 14:29:36 CDT 2018,Theft,Refer To COPR,,3939 S IH 35
180000015414,Thu Mar 15 14:36:18 CDT 2018,Suspicious Person,No Report,"Beller, Paul",E Access Rd/Blanco River
180000015415,Thu Mar 15 14:39:21 CDT 2018,Theft,No Report,"Beller, Paul",909 Hwy 80
180000015417,Thu Mar 15 14:58:37 CDT 2018,Mental Health Follow Up,No Contact,"Myers, Sam",1800 Post Rd
180000015419,Thu Mar 15 15:04:13 CDT 2018,Welfare Concern,No Report,"Ellingson, Brian",E Hopkins St/Riverside Dr
180000015421,Thu Mar 15 15:14:30 CDT 2018,Trespassing/Unwanted,Warning,"Scott, Charles",928 Hwy 80
180000015422,Thu Mar 15 15:14:49 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",1701 Mill St
180000015425,Thu Mar 15 15:24:01 CDT 2018,Theft,No Report,"Nevarez, Phillip",4015 S IH 35
180000015426,Thu Mar 15 15:25:47 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",301 Telluride St
180000015427,Thu Mar 15 15:26:45 CDT 2018,Fraud,Refer To COPR,"Reeder, John",2300 S IH 35
180000015428,Thu Mar 15 15:27:10 CDT 2018,Mental Health Invest,Report,"Sheridan, Grant",701 S LBJ Dr
180000015430,Thu Mar 15 15:41:48 CDT 2018,Public Assist,No Report,,937 Hwy 80
180000015431,Thu Mar 15 15:46:10 CDT 2018,Accident - Minor,Blue Form Issue,,Thorpe Ln/E Hopkins St
180000015433,Thu Mar 15 16:00:24 CDT 2018,Criminal Mischief,No Report,"Allen, Ashley",1005 Hwy 80
180000015434,Thu Mar 15 16:03:36 CDT 2018,Mental Health Invest,No Report,"Bender, Joyce",1301 Wonder World Dr
180000015437,Thu Mar 15 16:38:39 CDT 2018,Investigation,No Report,"Charleswell, Eric",1001 E McCarty Ln
180000015439,Thu Mar 15 16:49:48 CDT 2018,Civil Matter,No Report,,418 Field Corn Ln
180000015440,Thu Mar 15 16:54:11 CDT 2018,Mental Health Invest,No Report,"McGee, Miranda",220 Orchard St
180000015441,Thu Mar 15 17:04:00 CDT 2018,Civil Standby,No Report,"Tureaud, Benjamin",418 Field Corn Ln
180000015442,Thu Mar 15 17:05:39 CDT 2018,Assist Outside Agency,No Report,"Wooten, Christopher",1703 N IH 35
180000015443,Thu Mar 15 17:09:48 CDT 2018,Suspicious Person,No Report,"Tureaud, Benjamin",904 Bugg Ln
180000015445,Thu Mar 15 17:25:36 CDT 2018,Accident - Minor,Blue Form Issue,,1000blk N IH 35
180000015446,Thu Mar 15 17:50:38 CDT 2018,Attempt to Locate,No Report,"Wooten, Christopher",202 SB
180000015447,Thu Mar 15 17:57:15 CDT 2018,Investigation,No Report,"Tureaud, Benjamin",206 SB
180000015448,Thu Mar 15 18:00:19 CDT 2018,Disturbance - Phys/Fight,Warning,"Tureaud, Benjamin",1015 Hwy 80
180000015449,Thu Mar 15 18:12:22 CDT 2018,Runaway - Recover,No Report,,2300 S IH 35
180000015450,Thu Mar 15 18:13:41 CDT 2018,Credit/Debit Abuse,No Report,,2208 Stonehaven
180000015451,Thu Mar 15 18:18:52 CDT 2018,Welfare Concern,No Report,"Tureaud, Benjamin",1301 Hwy 80
180000015455,Thu Mar 15 18:43:33 CDT 2018,Criminal Mischief,No Report,"Wooten, Christopher",668 Mill St
180000015457,Thu Mar 15 18:48:47 CDT 2018,Welfare Concern,No Report,"Tureaud, Benjamin",1104 Earle St
180000015458,Thu Mar 15 18:56:53 CDT 2018,Burglary - Vehicle,Report,"Sarver, Stephen",3939 S IH 35
180000015459,Thu Mar 15 19:01:23 CDT 2018,Community Contact,No Report,"Lee, Don",2300 S IH 35
180000015461,Thu Mar 15 19:06:26 CDT 2018,,Ignore,,
180000015462,Thu Mar 15 19:21:58 CDT 2018,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",800blk Sagewood Trl
180000015465,Thu Mar 15 19:54:36 CDT 2018,Robbery - Agg,Arrest,"Tureaud, Benjamin",1015 Hwy 80
180000015468,Thu Mar 15 20:04:13 CDT 2018,Public Assist,No Report,"Putnam, Justin",2300 S IH 35
180000015469,Thu Mar 15 20:25:35 CDT 2018,Disturbance - Noise,Unfounded,"Wooten, Christopher",1637 Post Rd
180000015471,Thu Mar 15 20:33:22 CDT 2018,Discharged Firearm,No Report,"Tureaud, Benjamin",Cheatham St/Rio Vista St
180000015472,Thu Mar 15 20:35:00 CDT 2018,Barking Dog,No Report,"Wooten, Christopher",201 First St
180000015478,Thu Mar 15 21:07:42 CDT 2018,Supplement,No Report,"Seals, Bradley",100 W Hopkins St
180000015480,Thu Mar 15 21:20:50 CDT 2018,Welfare Concern,No Report,"Wooten, Christopher",West Ave/Aquarena Springs Dr
180000015486,Thu Mar 15 21:55:11 CDT 2018,Disturbance - Noise,Not Verified,"Daenzer, Matthew",194 S Guadalupe St
180000015490,Thu Mar 15 22:12:44 CDT 2018,Suspicious Vehicle,No Report,"Royal, GeCorrie",155 Riverwalk Dr
180000015491,Thu Mar 15 22:15:40 CDT 2018,Property - Lost/Found/Imp,No Report,"Cormier, Claudia",1303 S IH 35
180000015493,Thu Mar 15 22:17:53 CDT 2018,Property - Lost/Found/Imp,Ignore,,137233 S SECTOR - VERIZON WIRELESSN WIRE
180000015494,Thu Mar 15 22:18:09 CDT 2018,Assist EMS,No Report,"Sarver, Stephen",1900 Medical Pkwy
180000015505,Thu Mar 15 22:54:20 CDT 2018,Suspicious Vehicle,No Report,"Allen, Ashley",121 N IH 35
180000015506,Thu Mar 15 22:56:02 CDT 2018,Discharged Firearm,No Report,"Tureaud, Benjamin",1004 N IH 35
180000015507,Thu Mar 15 22:58:50 CDT 2018,Disturbance - Verbal,No Report,"Wooten, Christopher",1350 N LBJ Dr
180000015509,Thu Mar 15 23:07:59 CDT 2018,Suspicious Person,No Report,"Cormier, Claudia",601 S C M Allen Pkwy
180000015512,Thu Mar 15 23:25:50 CDT 2018,Suspicious Vehicle,No Report,"Tureaud, Benjamin",105 Wonder World Dr
180000015514,Thu Mar 15 23:38:33 CDT 2018,Disturbance - Phys/Fight,No Report,"McGee, Miranda",1640 Aquarena Springs Dr
180000015517,Thu Mar 15 23:52:34 CDT 2018,Assist EMS,No Report,"Allen, Ashley",503 Uhland Rd
180000015523,Fri Mar 16 00:23:45 CDT 2018,Suspicious Vehicle,No Report,"Allen, Ashley",913 N IH 35
180000015524,Fri Mar 16 00:23:52 CDT 2018,Attempt to Locate,No Report,,206 SB
180000015525,Fri Mar 16 00:26:12 CDT 2018,Trespassing/Unwanted,Report,"Daenzer, Matthew",641 E Hopkins St
180000015526,Fri Mar 16 00:34:11 CDT 2018,Investigation,No Report,"Seals, Bradley",100 N Guadalupe St
180000015530,Fri Mar 16 01:09:57 CDT 2018,Personal Break - PT,No Report,"Williams, Tiffany",2300 S IH 35
180000015532,Fri Mar 16 01:19:38 CDT 2018,Accident - Hit and Run,Blue Form Issue,"Seals, Bradley",N LBJ Dr/E San Antonio St
180000015533,Fri Mar 16 01:21:58 CDT 2018,Suspicious Vehicle,No Report,"Stephens, Paul",2131 N IH 35
180000015534,Fri Mar 16 01:30:58 CDT 2018,Suspicious Vehicle,No Report,"Davidson, Travis",1321 N IH 35
180000015535,Fri Mar 16 01:31:43 CDT 2018,Foot Patrol,No Report,"McGee, Miranda",W San Antonio St/Guadalupe St
180000015536,Fri Mar 16 01:31:59 CDT 2018,Welfare Concern,No Report,"Wooten, Christopher",700 N LBJ Dr
180000015537,Fri Mar 16 01:37:28 CDT 2018,Suspicious Vehicle,No Report,"Putnam, Justin",1635 Aquarena Springs Dr
180000015538,Fri Mar 16 01:43:47 CDT 2018,Suspicious Circumstances,No Report,"Wooten, Christopher",312 E Hopkins St
180000015539,Fri Mar 16 01:49:34 CDT 2018,Wanted Person,Arrest,"Tureaud, Benjamin",737 Gravel St
180000015540,Fri Mar 16 02:04:45 CDT 2018,Flagged Down,No Report,"Davidson, Travis",1000blk Hwy 80
180000015544,Fri Mar 16 02:45:02 CDT 2018,Suspicious Vehicle,No Report,"Cormier, Claudia",641 E Hopkins St
180000015547,Fri Mar 16 03:17:53 CDT 2018,Burglary - Vehicle,Report,"Allen, Ashley",518 Linda Dr
180000015548,Fri Mar 16 03:52:35 CDT 2018,Attempt to Locate,Ref oth Agncy,"Cormier, Claudia",202 NB
180000015550,Fri Mar 16 04:27:49 CDT 2018,Unauth Use Vehicle,Detention Juv,"Contreras, Ysidro",1506 S IH 35
180000015551,Fri Mar 16 04:35:14 CDT 2018,Trespassing/Unwanted,Warning,"Daenzer, Matthew",1619 N IH 35
180000015552,Fri Mar 16 04:40:56 CDT 2018,Marijuana,No Report,"Putnam, Justin",108 N IH 35
180000015554,Fri Mar 16 05:42:02 CDT 2018,Burglary - Vehicle,Refer To COPR,,518 Linda Dr
180000015558,Fri Mar 16 07:19:15 CDT 2018,Accident - Minor,Report,"Sembera, Jeremy",Rio Vista St/W Access Rd
180000015559,Fri Mar 16 08:13:59 CDT 2018,Attempt to Locate,No Report,,210 SB
180000015560,Fri Mar 16 08:14:29 CDT 2018,Attempt to Locate,No Report,,206 NB
180000015564,Fri Mar 16 09:31:27 CDT 2018,Foot Patrol,No Report,"Sparenberg, Andrew",641 E Hopkins St
180000015573,Fri Mar 16 10:12:27 CDT 2018,Mental Health Follow Up,No Report,"Bender, Joyce",1249 N LBJ Dr
180000015574,Fri Mar 16 10:16:12 CDT 2018,Information,No Report,"Derrickson, Jehu",2300 S IH 35
180000015579,Fri Mar 16 10:33:36 CDT 2018,Suspicious Person,Unfounded,"Verver, Elias",933 Hwy 80
180000015582,Fri Mar 16 10:55:21 CDT 2018,Foot Patrol,No Report,"Verver, Elias",1015 Hwy 80
180000015583,Fri Mar 16 10:57:30 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",220 Orchard St
180000015584,Fri Mar 16 11:11:01 CDT 2018,Public Assist,No Report,"Ellingson, Brian",2300 S IH 35
180000015585,Fri Mar 16 11:12:30 CDT 2018,Attempt to Locate,No Contact,"Crook, Daniel",203 NB
180000015587,Fri Mar 16 11:28:27 CDT 2018,Theft,Arrest,"Verver, Elias",1015 Hwy 80
180000015590,Fri Mar 16 11:40:40 CDT 2018,Canine Search,No Report,"Lee, Don",5728 Dacy Ln
180000015592,Fri Mar 16 11:46:02 CDT 2018,Assist Outside Agency,No Report,"Derrickson, Jehu",202 SB
180000015594,Fri Mar 16 11:47:12 CDT 2018,Public Assist,Ignore,,
180000015595,Fri Mar 16 11:51:48 CDT 2018,Disturbance - Verbal,No Report,"Sparenberg, Andrew",1601 N IH 35
180000015596,Fri Mar 16 11:51:55 CDT 2018,Mental Health Follow Up,No Contact,"Myers, Sam",301 Telluride St
180000015597,Fri Mar 16 11:57:54 CDT 2018,Accident - Minor,Ref oth Agncy,"Derrickson, Jehu",198 SB
180000015599,Fri Mar 16 12:04:40 CDT 2018,Community Contact,No Report,"Bender, Joyce",1200 N Bishop St
180000015600,Fri Mar 16 12:08:54 CDT 2018,Mental Health Follow Up,No Report,"Myers, Sam",1150 E River Ridge Pkwy
180000015601,Fri Mar 16 12:15:12 CDT 2018,Attempt to Locate,No Report,,135 Long St
180000015602,Fri Mar 16 12:15:41 CDT 2018,Trespassing/Unwanted,Arrest,"Crook, Daniel",1619 N IH 35
180000015603,Fri Mar 16 12:20:48 CDT 2018,Mental Health Follow Up,No Contact,"Myers, Sam",1101 E River Ridge Pkwy
180000015605,Fri Mar 16 12:27:58 CDT 2018,Mental Health Follow Up,Cancelled,"Myers, Sam",153 Backhorn Ln
180000015606,Fri Mar 16 12:33:45 CDT 2018,Attempt to Locate,No Report,,206 SB
180000015607,Fri Mar 16 12:49:44 CDT 2018,Theft,Report,"Crook, Daniel",2809 S IH 35
180000015608,Fri Mar 16 13:08:19 CDT 2018,Investigation,No Report,"Ellingson, Brian",2300 S IH 35
180000015609,Fri Mar 16 13:11:04 CDT 2018,Burglary - Habitation,Report,"Sparenberg, Andrew",668 Mill St
180000015611,Fri Mar 16 13:27:55 CDT 2018,Attempt to Locate,No Report,,206 SB
180000015614,Fri Mar 16 13:53:14 CDT 2018,Criminal Mischief,Report,"Sembera, Jeremy",Old Martindale Rd/River Rd
180000015615,Fri Mar 16 13:57:33 CDT 2018,Solicitors,No Contact,"Verver, Elias",E Access Rd/Hwy 123
180000015617,Fri Mar 16 14:00:40 CDT 2018,Theft,Report,"Crook, Daniel",500 Parker Dr
180000015620,Fri Mar 16 14:18:33 CDT 2018,Disturbance - Verbal,No Report,"Sparenberg, Andrew",705 River Rd
180000015621,Fri Mar 16 14:27:39 CDT 2018,Suspicious Circumstances,No Report,"Sparenberg, Andrew",Lisa Ln/Castle Creek Dr
180000015624,Fri Mar 16 14:59:52 CDT 2018,Public Assist,No Report,"Sembera, Jeremy",Cape Rd/River Rd
180000015626,Fri Mar 16 15:21:44 CDT 2018,Attempt to Locate,Arrest,"Verver, Elias",202 NB
180000015627,Fri Mar 16 15:30:02 CDT 2018,Threat,No Report,"Harrison, Todd",1221 W Hopkins St
180000015629,Fri Mar 16 16:06:24 CDT 2018,Property - Lost/Found/Imp,Report,,2300 S IH 35
180000015631,Fri Mar 16 16:08:59 CDT 2018,Welfare Concern,No Report,"Verver, Elias",1200blk Hwy 123
180000015632,Fri Mar 16 16:18:24 CDT 2018,Disturbance - Verbal,No Report,"Marroquin, Christopher",310 N IH 35
180000015634,Fri Mar 16 16:27:08 CDT 2018,Accident - Minor,Blue Form Issue,"Osborne, Joseph",S LBJ Dr/MLK Dr
180000015635,Fri Mar 16 16:29:06 CDT 2018,Suspicious Circumstances,Ignore,,403 S LBJ Dr
180000015636,Fri Mar 16 16:29:30 CDT 2018,Attempt to Locate,No Contact,"Sparenberg, Andrew",W Hopkins St/N Comanche St
180000015637,Fri Mar 16 16:36:55 CDT 2018,Suspicious Person,No Report,"Williams, Jack",4015 S IH 35
180000015639,Fri Mar 16 16:42:10 CDT 2018,Criminal Mischief,Report,"Fischer, Vincent",1637 Post Rd
180000015641,Fri Mar 16 16:42:28 CDT 2018,Accident - Unknown,No Contact,"Fischer, Vincent",Hwy 80/Clarewood Dr
180000015642,Fri Mar 16 16:43:47 CDT 2018,Accident - Major/Injury,No Report,"Marroquin, Christopher",1200blk N IH 35
180000015644,Fri Mar 16 17:06:21 CDT 2018,Suspicious Circumstances,No Report,"Seals, Bradley",1716 Hofheinz St
180000015645,Fri Mar 16 17:09:21 CDT 2018,Public Assist,No Report,"Casillas, Michael",229 Linden Ln
180000015646,Fri Mar 16 17:11:11 CDT 2018,Public Assist,Ref oth Agncy,,1360 Thorpe Ln
180000015647,Fri Mar 16 17:11:28 CDT 2018,Solicitors,Warning,"Duckworth, Daniel",E Hopkins St/W Access Rd
180000015649,Fri Mar 16 17:32:28 CDT 2018,Solicitors,Verbal Warning,"Marroquin, Christopher",1015 Hwy 80`
180000015651,Fri Mar 16 17:41:39 CDT 2018,Attempt to Locate,Ref oth Agncy,,200 NB
180000015653,Fri Mar 16 17:43:34 CDT 2018,Accident - Major/Injury,Report,"Williams, Jack",202 NB
180000015654,Fri Mar 16 17:43:47 CDT 2018,Solicitors,Citation Issued,"Duckworth, Daniel",1015 Hwy 80
180000015655,Fri Mar 16 17:58:54 CDT 2018,Disturbance - Noise,No Report,"McGee, Miranda",1800 Post Rd
180000015658,Fri Mar 16 18:09:17 CDT 2018,Disturbance - Phys/Fight,No Report,"Marroquin, Christopher",1650 River Rd
180000015660,Fri Mar 16 18:15:44 CDT 2018,Accident - Minor,No Report,"Osborne, Joseph",Cottonwood Pkwy/E Access Rd
180000015664,Fri Mar 16 18:52:27 CDT 2018,Information,No Report,,1044 S IH 35
180000015667,Fri Mar 16 19:17:21 CDT 2018,Disturbance - Phys/Fight,Arrest,"Alvarado, Manuel",1433 N IH 35
180000015668,Fri Mar 16 19:17:45 CDT 2018,Disturbance - Verbal,No Report,,1646 Aquarena Springs Dr
180000015672,Fri Mar 16 19:43:29 CDT 2018,Assist Outside Agency,No Report,"Pierce, Basil",1900 N IH 35
180000015674,Fri Mar 16 19:57:15 CDT 2018,Attempt to Locate,No Report,,200 NB
180000015675,Fri Mar 16 19:59:25 CDT 2018,Burglary - Habitation,Report,"Wooten, Christopher",1647 Post Rd
180000015678,Fri Mar 16 20:08:53 CDT 2018,Attempt to Locate,No Report,"Alvarado, Manuel",207 SB
180000015679,Fri Mar 16 20:10:32 CDT 2018,Accident - Minor,Report,"Alvarado, Manuel",639 E Hopkins St
180000015680,Fri Mar 16 20:13:47 CDT 2018,Suspicious Person,No Report,,1933 Lisa Ln
180000015683,Fri Mar 16 20:24:35 CDT 2018,Accident - Minor,Blue Form Issue,"McGee, Miranda",116 S Edward Gary St
180000015685,Fri Mar 16 20:26:58 CDT 2018,Accident - Hit and Run,Report,"Seals, Bradley",W San Antonio St/Fredericksburg St
180000015686,Fri Mar 16 20:29:55 CDT 2018,Attempt to Locate,No Contact,"Pierce, Basil",210 SB
180000015689,Fri Mar 16 20:36:35 CDT 2018,Suspicious Circumstances,No Report,"Marroquin, Christopher",1250 Wonder World Dr
180000015690,Fri Mar 16 20:38:15 CDT 2018,Runaway,No Report,"Fischer, Vincent",120 Bert Brown Rd
180000015691,Fri Mar 16 20:42:36 CDT 2018,Accident - Minor,No Report,"Williams, Jack",Craddock Ave/W Wonder World Dr
180000015692,Fri Mar 16 20:46:07 CDT 2018,Trespassing/Unwanted,No Report,"Marroquin, Christopher",1250 Wonder World Dr
180000015694,Fri Mar 16 20:53:46 CDT 2018,Solicitors,Verbal Warning,"Gonzales, Gavin",Hwy 80/E Access Rd
180000015701,Fri Mar 16 21:07:19 CDT 2018,Disturbance - Noise,Verbal Warning,"Alvarado, Manuel",200blk N Guadalupe St
180000015714,Fri Mar 16 21:57:15 CDT 2018,Theft,Citation Issued,"Murphy, Logan",1015 Hwy 80
180000015718,Fri Mar 16 22:06:43 CDT 2018,,Ignore,,
180000015720,Fri Mar 16 22:07:40 CDT 2018,Attempt to Locate,No Report,"Ames, Garner",200 SB
180000015722,Fri Mar 16 22:10:20 CDT 2018,,Ignore,,
180000015723,Fri Mar 16 22:11:22 CDT 2018,Assist Fire Department,No Report,"Williams, Jack",1506 S IH 35
180000015726,Fri Mar 16 22:21:56 CDT 2018,Accident - Major/Injury,Report,"Manak, Kelsey",E Hopkins St/N C M Allen Pkwy
180000015728,Fri Mar 16 22:27:21 CDT 2018,Animal Call,No Contact,"Seals, Bradley",N LBJ Dr/E San Antonio St
180000015729,Fri Mar 16 22:28:22 CDT 2018,,Ignore,,
180000015731,Fri Mar 16 22:35:16 CDT 2018,Attempt to Locate,No Report,,202 SB
180000015734,Fri Mar 16 22:41:39 CDT 2018,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",1980 Aquarena Springs Dr
180000015736,Fri Mar 16 22:54:45 CDT 2018,Disturbance - Noise,Unfounded,"Alvarado, Manuel",1360 Thorpe Ln
180000015737,Fri Mar 16 22:55:24 CDT 2018,Public Assist,No Report,"Murphy, Logan",415 N Guadalupe St
180000015738,Fri Mar 16 23:00:38 CDT 2018,Suspicious Person,No Report,"Gonzales, Gavin",338 S Guadalupe St
180000015742,Fri Mar 16 23:14:41 CDT 2018,Attempt to Locate,No Report,,202 NB
180000015743,Fri Mar 16 23:20:16 CDT 2018,Wanted Person,No Report,"Murphy, Logan",1850 Aquarena Springs Dr
180000015746,Fri Mar 16 23:38:53 CDT 2018,Public Assist,No Report,"Jackson, Phillip",2300 S IH 35
180000015747,Fri Mar 16 23:42:56 CDT 2018,Suspicious Person,No Report,"McGee, Miranda",338 S Guadalupe St
180000015752,Sat Mar 17 00:33:04 CDT 2018,Suspicious Person,No Report,"Wisener, Andrew",211 S Stagecoach Trl
180000015754,Sat Mar 17 00:37:53 CDT 2018,Suspicious Vehicle,No Report,"Duckworth, Daniel",242 N LBJ Dr
180000015755,Sat Mar 17 00:39:10 CDT 2018,Suspicious Person,No Report,,625 Commercial Lp
180000015760,Sat Mar 17 01:15:49 CDT 2018,Disturbance - Verbal,No Report,"Gonzales, Gavin",Third St/Mill St
180000015762,Sat Mar 17 01:20:35 CDT 2018,Alcohol Violation,Verbal Warning,"Seals, Bradley",120 E San Antonio St
180000015763,Sat Mar 17 01:26:10 CDT 2018,Foot Patrol,No Report,"Osborne, Joseph",W San Antonio St/Guadalupe St
180000015764,Sat Mar 17 01:27:09 CDT 2018,Foot Patrol,No Report,"Alvarado, Manuel",N LBJ Dr/E Hopkins St
180000015765,Sat Mar 17 01:28:02 CDT 2018,Foot Patrol,No Report,"Pierce, Basil",N LBJ Dr/E San Antonio St
180000015766,Sat Mar 17 01:29:17 CDT 2018,Attempt to Locate,No Report,,205 SB
180000015770,Sat Mar 17 01:43:58 CDT 2018,Welfare Concern,No Report,"Murphy, Logan",1506 S IH 35
180000015771,Sat Mar 17 01:45:34 CDT 2018,Burglary - Habitation,No Report,"Gonzales, Gavin",201 Telluride St
180000015772,Sat Mar 17 01:51:16 CDT 2018,Attempt to Locate,No Report,,200 NB
180000015775,Sat Mar 17 02:09:05 CDT 2018,Close Patrol,No Report,,1000blk Haynes St
180000015778,Sat Mar 17 02:24:52 CDT 2018,Suspicious Vehicle,No Report,"Wisener, Andrew",653 E Hopkins St
180000015780,Sat Mar 17 02:30:57 CDT 2018,Pedestrian Stop,No Report,"Duckworth, Daniel",204 NB
180000015782,Sat Mar 17 02:35:13 CDT 2018,Suspicious Vehicle,No Report,"Alvarado, Manuel",E San Antonio St/Edward Gary St
180000015785,Sat Mar 17 02:54:46 CDT 2018,Suspicious Vehicle,No Report,"Gonzales, Gavin",River Rd/RR Trestle
180000015786,Sat Mar 17 02:57:41 CDT 2018,Close Patrol,No Report,"Gonzales, Gavin",1400 River Rd
180000015787,Sat Mar 17 02:58:56 CDT 2018,Disturbance - Verbal,Arrest,"McGee, Miranda",417 Riverside Dr
180000015788,Sat Mar 17 03:00:25 CDT 2018,Suspicious Vehicle,No Report,"Murphy, Logan",1700 Old Ranch Road 12
180000015789,Sat Mar 17 03:21:37 CDT 2018,Attempt to Locate,No Report,,210 SB
180000015792,Sat Mar 17 04:33:39 CDT 2018,Public Intoxication,Ref oth Agncy,,Cottonwood Pkwy/Tesoro Dr
180000015795,Sat Mar 17 05:44:09 CDT 2018,,Ignore,,
180000015796,Sat Mar 17 05:45:00 CDT 2018,Information,No Report,,2300 S IH 35
180000015797,Sat Mar 17 07:36:32 CDT 2018,Civil Matter,No Report,"Harrison, Todd",816 Hazelton St
180000015798,Sat Mar 17 07:47:25 CDT 2018,Assist EMS,No Report,"Crook, Daniel",1410 Dartmouth Ave
180000015800,Sat Mar 17 08:25:23 CDT 2018,Public Assist,No Report,"Derrickson, Jehu",1301 Wonder World Dr
180000015801,Sat Mar 17 08:27:26 CDT 2018,Foot Patrol,No Report,"Sparenberg, Andrew",641 E Hopkins St
180000015802,Sat Mar 17 08:31:58 CDT 2018,Flagged Down,No Report,"Sparenberg, Andrew",641 E Hopkins St
180000015803,Sat Mar 17 08:44:23 CDT 2018,Unsecured/Open Building,No Report,"Sparenberg, Andrew",1908 Nevada St
180000015804,Sat Mar 17 08:47:42 CDT 2018,Suspicious Person,No Report,"Verver, Elias",Hwy 21/Hwy 80
180000015806,Sat Mar 17 08:54:11 CDT 2018,Attempt to Locate,No Report,,213 Sb35 IH
180000015807,Sat Mar 17 09:00:32 CDT 2018,Civil Matter,No Report,"Harrison, Todd",328 Armstrong St
180000015813,Sat Mar 17 10:13:16 CDT 2018,Accident - Hit and Run,Blue Form Issue,"Harrison, Todd",205 Craddock Ave
180000015815,Sat Mar 17 10:41:46 CDT 2018,Accident - Major/Injury,Report,"Verver, Elias",210 NB
180000015817,Sat Mar 17 10:47:04 CDT 2018,Fraud,Report,"Verver, Elias",1701 N IH 35
180000015818,Sat Mar 17 10:49:51 CDT 2018,Welfare Concern,No Report,"Crook, Daniel",1800 Post Rd
180000015820,Sat Mar 17 10:55:30 CDT 2018,Public Assist,No Report,,E Hopkins St/N C M Allen Pkwy
180000015821,Sat Mar 17 11:04:11 CDT 2018,Welfare Concern,No Report,,205 S C M Allen Pkwy
180000015825,Sat Mar 17 12:06:28 CDT 2018,Narcotics/Information,No Report,"Verver, Elias",1635 Aquarena Springs Dr
180000015826,Sat Mar 17 12:24:26 CDT 2018,Identity Theft,Report,"Harrison, Todd",2300 S IH 35
180000015827,Sat Mar 17 12:27:50 CDT 2018,Attempt to Locate,No Report,,Hwy 80/River Rd
180000015828,Sat Mar 17 12:32:25 CDT 2018,Assist EMS,No Report,"Crook, Daniel",2106 Hunter Rd
180000015830,Sat Mar 17 12:38:53 CDT 2018,Attempt to Locate,Ref oth Agncy,,210 NB
180000015832,Sat Mar 17 13:09:49 CDT 2018,Accident - Minor,No Report,"Harrison, Todd",2300 S IH 35
180000015833,Sat Mar 17 13:21:53 CDT 2018,Animal Call,No Report,"Harrison, Todd",606 Blanco St
180000015836,Sat Mar 17 13:45:46 CDT 2018,Welfare Concern,No Contact,"Verver, Elias",202 NB
180000015844,Sat Mar 17 14:13:24 CDT 2018,Public Assist,Ref oth Agncy,,1908 Nevada St
180000015845,Sat Mar 17 14:21:55 CDT 2018,Assist EMS,No Report,"Verver, Elias",1203 Uhland Rd
180000015851,Sat Mar 17 14:55:03 CDT 2018,Accident - Hit and Run,Cancelled,"Harrison, Todd",2830 S IH 35
180000015852,Sat Mar 17 15:01:04 CDT 2018,Accident - Unknown,No Report,"Verver, Elias",Motel 6
180000015855,Sat Mar 17 15:18:34 CDT 2018,Accident - Minor,Report,"Harrison, Todd",Old Ranch Road 12/Hughson Dr
180000015857,Sat Mar 17 15:24:45 CDT 2018,Accident - Major/Injury,No Report,"Sparenberg, Andrew",204 NB
180000015858,Sat Mar 17 15:25:38 CDT 2018,Accident - Unknown,Report,"Sparenberg, Andrew",EXIT 204 NB
